type;n;swaps;cmps
merge;50;286;213
merge;50;286;223
merge;50;286;219
merge;50;286;224
merge;50;286;208
merge;50;286;225
merge;50;286;226
merge;50;286;218
merge;50;286;221
merge;50;286;223
merge;50;286;222
merge;50;286;219
merge;50;286;217
merge;50;286;211
merge;50;286;226
merge;50;286;225
merge;50;286;223
merge;50;286;221
merge;50;286;217
merge;50;286;221
merge;50;286;220
merge;50;286;213
merge;50;286;219
merge;50;286;218
merge;50;286;224
merge;50;286;223
merge;50;286;228
merge;50;286;220
merge;50;286;221
merge;50;286;216
merge;50;286;220
merge;50;286;216
merge;50;286;213
merge;50;286;218
merge;50;286;220
merge;50;286;221
merge;50;286;213
merge;50;286;220
merge;50;286;216
merge;50;286;218
merge;50;286;215
merge;50;286;225
merge;50;286;222
merge;50;286;221
merge;50;286;220
merge;50;286;223
merge;50;286;219
merge;50;286;224
merge;50;286;221
merge;50;286;219
merge;50;286;222
merge;50;286;228
merge;50;286;224
merge;50;286;223
merge;50;286;218
merge;50;286;215
merge;50;286;220
merge;50;286;221
merge;50;286;219
merge;50;286;215
merge;50;286;226
merge;50;286;218
merge;50;286;222
merge;50;286;220
merge;50;286;228
merge;50;286;221
merge;50;286;217
merge;50;286;219
merge;50;286;226
merge;50;286;226
merge;50;286;220
merge;50;286;222
merge;50;286;223
merge;50;286;221
merge;50;286;214
merge;50;286;226
merge;50;286;222
merge;50;286;223
merge;50;286;213
merge;50;286;220
merge;50;286;216
merge;50;286;216
merge;50;286;215
merge;50;286;222
merge;50;286;220
merge;50;286;222
merge;60;356;280
merge;60;356;273
merge;60;356;281
merge;60;356;283
merge;60;356;286
merge;60;356;282
merge;60;356;272
merge;60;356;281
merge;60;356;276
merge;60;356;276
merge;60;356;277
merge;60;356;281
merge;60;356;283
merge;60;356;282
merge;60;356;282
merge;60;356;280
merge;60;356;285
merge;60;356;283
merge;60;356;271
merge;60;356;283
merge;60;356;282
merge;60;356;276
merge;60;356;281
merge;60;356;288
merge;60;356;279
merge;60;356;284
merge;60;356;284
merge;60;356;284
merge;60;356;283
merge;60;356;282
merge;60;356;280
merge;60;356;287
merge;60;356;275
merge;60;356;282
merge;60;356;285
merge;60;356;292
merge;60;356;286
merge;60;356;282
merge;60;356;277
merge;60;356;278
merge;60;356;286
merge;60;356;282
merge;60;356;281
merge;60;356;283
merge;60;356;276
merge;60;356;283
merge;60;356;283
merge;60;356;289
merge;60;356;285
merge;60;356;287
merge;60;356;272
merge;60;356;278
merge;60;356;281
merge;60;356;279
merge;60;356;287
merge;60;356;281
merge;60;356;289
merge;60;356;276
merge;60;356;279
merge;60;356;284
merge;60;356;277
merge;60;356;280
merge;60;356;279
merge;60;356;282
merge;60;356;276
merge;60;356;286
merge;60;356;281
merge;60;356;281
merge;60;356;291
merge;60;356;282
merge;60;356;281
merge;60;356;281
merge;60;356;283
merge;60;356;278
merge;60;356;280
merge;60;356;290
merge;60;356;288
merge;60;356;284
merge;60;356;280
merge;60;356;283
merge;60;356;277
merge;60;356;282
merge;60;356;277
merge;60;356;283
merge;60;356;275
merge;60;356;284
merge;60;356;280
merge;60;356;280
merge;60;356;276
merge;60;356;275
merge;60;356;281
merge;60;356;276
merge;60;356;276
merge;60;356;283
merge;60;356;281
merge;60;356;278
merge;60;356;284
merge;60;356;281
merge;60;356;288
merge;60;356;286
merge;70;432;347
merge;70;432;346
merge;70;432;337
merge;70;432;339
merge;70;432;340
merge;70;432;338
merge;70;432;335
merge;70;432;339
merge;70;432;347
merge;70;432;343
merge;70;432;350
merge;70;432;350
merge;70;432;346
merge;70;432;348
merge;70;432;348
merge;70;432;337
merge;70;432;339
merge;70;432;346
merge;70;432;348
merge;70;432;340
merge;70;432;341
merge;70;432;338
merge;70;432;345
merge;70;432;345
merge;70;432;340
merge;70;432;344
merge;70;432;346
merge;70;432;342
merge;70;432;341
merge;70;432;347
merge;70;432;337
merge;70;432;350
merge;70;432;345
merge;70;432;345
merge;70;432;345
merge;70;432;343
merge;70;432;339
merge;70;432;337
merge;70;432;337
merge;70;432;346
merge;70;432;336
merge;70;432;342
merge;70;432;351
merge;70;432;340
merge;70;432;341
merge;70;432;339
merge;70;432;332
merge;70;432;350
merge;70;432;336
merge;70;432;343
merge;70;432;342
merge;70;432;345
merge;70;432;345
merge;70;432;346
merge;70;432;340
merge;70;432;344
merge;70;432;340
merge;70;432;347
merge;70;432;342
merge;70;432;344
merge;70;432;343
merge;70;432;339
merge;70;432;342
merge;70;432;340
merge;70;432;348
merge;70;432;336
merge;70;432;345
merge;70;432;351
merge;70;432;339
merge;70;432;348
merge;70;432;340
merge;70;432;341
merge;70;432;345
merge;70;432;350
merge;70;432;344
merge;70;432;344
merge;70;432;334
merge;70;432;340
merge;70;432;346
merge;70;432;357
merge;70;432;344
merge;70;432;342
merge;70;432;348
merge;70;432;348
merge;70;432;350
merge;70;432;340
merge;70;432;342
merge;70;432;340
merge;70;432;343
merge;70;432;336
merge;70;432;339
merge;70;432;351
merge;70;432;352
merge;70;432;340
merge;70;432;344
merge;70;432;343
merge;70;432;346
merge;70;432;337
merge;70;432;340
merge;70;432;349
merge;80;512;406
merge;80;512;399
merge;80;512;408
merge;80;512;405
merge;80;512;404
merge;80;512;410
merge;80;512;401
merge;80;512;411
merge;80;512;411
merge;80;512;416
merge;80;512;407
merge;80;512;403
merge;80;512;411
merge;80;512;396
merge;80;512;411
merge;80;512;415
merge;80;512;405
merge;80;512;413
merge;80;512;414
merge;80;512;402
merge;80;512;404
merge;80;512;405
merge;80;512;409
merge;80;512;406
merge;80;512;416
merge;80;512;398
merge;80;512;413
merge;80;512;409
merge;80;512;408
merge;80;512;405
merge;80;512;407
merge;80;512;408
merge;80;512;404
merge;80;512;413
merge;80;512;414
merge;80;512;395
merge;80;512;410
merge;80;512;406
merge;80;512;407
merge;80;512;418
merge;80;512;404
merge;80;512;403
merge;80;512;411
merge;80;512;405
merge;80;512;409
merge;80;512;410
merge;80;512;416
merge;80;512;418
merge;80;512;412
merge;80;512;417
merge;80;512;416
merge;80;512;408
merge;80;512;410
merge;80;512;410
merge;80;512;408
merge;80;512;401
merge;80;512;414
merge;80;512;400
merge;80;512;414
merge;80;512;406
merge;80;512;391
merge;80;512;410
merge;80;512;406
merge;80;512;402
merge;80;512;407
merge;80;512;404
merge;80;512;415
merge;80;512;407
merge;80;512;417
merge;80;512;406
merge;80;512;408
merge;80;512;416
merge;80;512;415
merge;80;512;415
merge;80;512;403
merge;80;512;399
merge;80;512;404
merge;80;512;398
merge;80;512;411
merge;80;512;410
merge;80;512;405
merge;80;512;399
merge;80;512;397
merge;80;512;397
merge;80;512;414
merge;80;512;409
merge;80;512;410
merge;80;512;411
merge;80;512;409
merge;80;512;405
merge;80;512;395
merge;80;512;398
merge;80;512;405
merge;80;512;412
merge;80;512;402
merge;80;512;403
merge;80;512;407
merge;80;512;412
merge;80;512;408
merge;80;512;391
merge;90;592;480
merge;90;592;476
merge;90;592;472
merge;90;592;476
merge;90;592;475
merge;90;592;482
merge;90;592;469
merge;90;592;460
merge;90;592;473
merge;90;592;477
merge;90;592;473
merge;90;592;471
merge;90;592;479
merge;90;592;474
merge;90;592;477
merge;90;592;469
merge;90;592;479
merge;90;592;478
merge;90;592;480
merge;90;592;469
merge;90;592;474
merge;90;592;468
merge;90;592;472
merge;90;592;475
merge;90;592;479
merge;90;592;462
merge;90;592;479
merge;90;592;481
merge;90;592;466
merge;90;592;466
merge;90;592;469
merge;90;592;478
merge;90;592;472
merge;90;592;470
merge;90;592;480
merge;90;592;470
merge;90;592;484
merge;90;592;473
merge;90;592;465
merge;90;592;474
merge;90;592;474
merge;90;592;463
merge;90;592;473
merge;90;592;485
merge;90;592;469
merge;90;592;479
merge;90;592;482
merge;90;592;468
merge;90;592;479
merge;90;592;489
merge;90;592;476
merge;90;592;470
merge;90;592;476
merge;90;592;472
merge;90;592;459
merge;90;592;477
merge;90;592;471
merge;90;592;466
merge;90;592;474
merge;90;592;476
merge;90;592;480
merge;90;592;481
merge;90;592;468
merge;90;592;476
merge;90;592;477
merge;90;592;470
merge;90;592;464
merge;90;592;482
merge;90;592;481
merge;90;592;475
merge;90;592;471
merge;90;592;465
merge;90;592;475
merge;90;592;478
merge;90;592;470
merge;90;592;485
merge;90;592;462
merge;90;592;478
merge;90;592;477
merge;90;592;483
merge;90;592;481
merge;90;592;471
merge;90;592;475
merge;90;592;477
merge;90;592;479
merge;90;592;476
merge;90;592;473
merge;90;592;465
merge;90;592;468
merge;90;592;470
merge;90;592;476
merge;90;592;469
merge;90;592;474
merge;90;592;472
merge;90;592;478
merge;90;592;471
merge;90;592;469
merge;90;592;482
merge;90;592;477
merge;90;592;478
merge;100;672;532
merge;100;672;542
merge;100;672;543
merge;100;672;549
merge;100;672;548
merge;100;672;551
merge;100;672;549
merge;100;672;542
merge;100;672;538
merge;100;672;544
merge;100;672;540
merge;100;672;545
merge;100;672;546
merge;100;672;541
merge;100;672;536
merge;100;672;540
merge;100;672;540
merge;100;672;554
merge;100;672;548
merge;100;672;546
merge;100;672;539
merge;100;672;540
merge;100;672;544
merge;100;672;552
merge;100;672;544
merge;100;672;544
merge;100;672;544
merge;100;672;537
merge;100;672;540
merge;100;672;540
merge;100;672;535
merge;100;672;542
merge;100;672;541
merge;100;672;541
merge;100;672;547
merge;100;672;543
merge;100;672;548
merge;100;672;548
merge;100;672;528
merge;100;672;542
merge;100;672;542
merge;100;672;541
merge;100;672;546
merge;100;672;543
merge;100;672;551
merge;100;672;545
merge;100;672;537
merge;100;672;542
merge;100;672;545
merge;100;672;536
merge;100;672;542
merge;100;672;532
merge;100;672;534
merge;100;672;548
merge;100;672;545
merge;100;672;537
merge;100;672;532
merge;100;672;536
merge;100;672;535
merge;100;672;545
merge;100;672;553
merge;100;672;545
merge;100;672;542
merge;100;672;530
merge;100;672;539
merge;100;672;544
merge;100;672;536
merge;100;672;539
merge;100;672;532
merge;100;672;550
merge;100;672;551
merge;100;672;531
merge;100;672;536
merge;100;672;538
merge;100;672;545
merge;100;672;545
merge;100;672;542
merge;100;672;533
merge;100;672;550
merge;100;672;552
merge;100;672;529
merge;100;672;527
merge;100;672;552
merge;100;672;541
merge;100;672;550
merge;100;672;553
merge;100;672;540
merge;100;672;544
merge;100;672;541
merge;100;672;544
merge;100;672;547
merge;100;672;542
merge;100;672;545
merge;100;672;543
merge;100;672;540
merge;100;672;550
merge;100;672;551
merge;100;672;541
merge;100;672;548
merge;100;672;531
merge;110;752;605
merge;110;752;603
merge;110;752;613
merge;110;752;613
merge;110;752;606
merge;110;752;612
merge;110;752;610
merge;110;752;619
merge;110;752;609
merge;110;752;613
merge;110;752;610
merge;110;752;601
merge;110;752;604
merge;110;752;618
merge;110;752;619
merge;110;752;604
merge;110;752;604
merge;110;752;606
merge;110;752;611
merge;110;752;617
merge;110;752;617
merge;110;752;606
merge;110;752;598
merge;110;752;612
merge;110;752;611
merge;110;752;600
merge;110;752;607
merge;110;752;613
merge;110;752;617
merge;110;752;612
merge;110;752;613
merge;110;752;617
merge;110;752;605
merge;110;752;604
merge;110;752;600
merge;110;752;615
merge;110;752;616
merge;110;752;610
merge;110;752;620
merge;110;752;615
merge;110;752;614
merge;110;752;620
merge;110;752;600
merge;110;752;609
merge;110;752;610
merge;110;752;600
merge;110;752;608
merge;110;752;606
merge;110;752;602
merge;110;752;620
merge;110;752;603
merge;110;752;611
merge;110;752;615
merge;110;752;618
merge;110;752;609
merge;110;752;608
merge;110;752;610
merge;110;752;607
merge;110;752;616
merge;110;752;612
merge;110;752;611
merge;110;752;618
merge;110;752;602
merge;110;752;614
merge;110;752;622
merge;110;752;612
merge;110;752;605
merge;110;752;592
merge;110;752;615
merge;110;752;613
merge;110;752;605
merge;110;752;612
merge;110;752;602
merge;110;752;613
merge;110;752;595
merge;110;752;609
merge;110;752;612
merge;110;752;604
merge;110;752;612
merge;110;752;608
merge;110;752;619
merge;110;752;609
merge;110;752;609
merge;110;752;620
merge;110;752;609
merge;110;752;607
merge;110;752;614
merge;110;752;615
merge;110;752;610
merge;110;752;611
merge;110;752;612
merge;110;752;610
merge;110;752;614
merge;110;752;603
merge;110;752;599
merge;110;752;599
merge;110;752;614
merge;110;752;601
merge;110;752;614
merge;110;752;621
merge;120;832;666
merge;120;832;687
merge;120;832;681
merge;120;832;683
merge;120;832;675
merge;120;832;689
merge;120;832;679
merge;120;832;679
merge;120;832;686
merge;120;832;670
merge;120;832;681
merge;120;832;667
merge;120;832;679
merge;120;832;685
merge;120;832;678
merge;120;832;677
merge;120;832;680
merge;120;832;685
merge;120;832;685
merge;120;832;679
merge;120;832;683
merge;120;832;675
merge;120;832;692
merge;120;832;680
merge;120;832;682
merge;120;832;682
merge;120;832;675
merge;120;832;692
merge;120;832;685
merge;120;832;691
merge;120;832;675
merge;120;832;673
merge;120;832;683
merge;120;832;676
merge;120;832;690
merge;120;832;684
merge;120;832;683
merge;120;832;676
merge;120;832;687
merge;120;832;678
merge;120;832;676
merge;120;832;684
merge;120;832;676
merge;120;832;680
merge;120;832;674
merge;120;832;691
merge;120;832;675
merge;120;832;679
merge;120;832;674
merge;120;832;677
merge;120;832;672
merge;120;832;673
merge;120;832;683
merge;120;832;676
merge;120;832;679
merge;120;832;680
merge;120;832;669
merge;120;832;672
merge;120;832;672
merge;120;832;684
merge;120;832;681
merge;120;832;686
merge;120;832;694
merge;120;832;681
merge;120;832;675
merge;120;832;683
merge;120;832;675
merge;120;832;683
merge;120;832;683
merge;120;832;681
merge;120;832;677
merge;120;832;674
merge;120;832;688
merge;120;832;675
merge;120;832;688
merge;120;832;689
merge;120;832;671
merge;120;832;671
merge;120;832;684
merge;120;832;670
merge;120;832;675
merge;120;832;674
merge;120;832;684
merge;120;832;676
merge;120;832;678
merge;120;832;681
merge;120;832;680
merge;120;832;680
merge;120;832;679
merge;120;832;677
merge;120;832;678
merge;120;832;677
merge;120;832;681
merge;120;832;687
merge;120;832;672
merge;120;832;670
merge;120;832;664
merge;120;832;681
merge;120;832;680
merge;120;832;695
merge;130;914;757
merge;130;914;754
merge;130;914;750
merge;130;914;758
merge;130;914;758
merge;130;914;747
merge;130;914;737
merge;130;914;744
merge;130;914;742
merge;130;914;750
merge;130;914;748
merge;130;914;745
merge;130;914;747
merge;130;914;741
merge;130;914;756
merge;130;914;760
merge;130;914;738
merge;130;914;753
merge;130;914;745
merge;130;914;739
merge;130;914;763
merge;130;914;751
merge;130;914;745
merge;130;914;745
merge;130;914;743
merge;130;914;748
merge;130;914;750
merge;130;914;744
merge;130;914;752
merge;130;914;760
merge;130;914;747
merge;130;914;755
merge;130;914;753
merge;130;914;742
merge;130;914;752
merge;130;914;760
merge;130;914;751
merge;130;914;746
merge;130;914;756
merge;130;914;751
merge;130;914;754
merge;130;914;750
merge;130;914;751
merge;130;914;760
merge;130;914;747
merge;130;914;751
merge;130;914;748
merge;130;914;755
merge;130;914;761
merge;130;914;740
merge;130;914;751
merge;130;914;744
merge;130;914;746
merge;130;914;753
merge;130;914;762
merge;130;914;750
merge;130;914;752
merge;130;914;756
merge;130;914;749
merge;130;914;740
merge;130;914;753
merge;130;914;755
merge;130;914;750
merge;130;914;763
merge;130;914;746
merge;130;914;751
merge;130;914;744
merge;130;914;756
merge;130;914;749
merge;130;914;748
merge;130;914;751
merge;130;914;748
merge;130;914;744
merge;130;914;753
merge;130;914;743
merge;130;914;735
merge;130;914;734
merge;130;914;745
merge;130;914;755
merge;130;914;749
merge;130;914;746
merge;130;914;738
merge;130;914;761
merge;130;914;748
merge;130;914;745
merge;130;914;745
merge;130;914;757
merge;130;914;753
merge;130;914;760
merge;130;914;763
merge;130;914;759
merge;130;914;751
merge;130;914;744
merge;130;914;745
merge;130;914;736
merge;130;914;752
merge;130;914;753
merge;130;914;738
merge;130;914;759
merge;130;914;751
merge;140;1004;830
merge;140;1004;825
merge;140;1004;842
merge;140;1004;827
merge;140;1004;828
merge;140;1004;817
merge;140;1004;826
merge;140;1004;823
merge;140;1004;839
merge;140;1004;805
merge;140;1004;829
merge;140;1004;824
merge;140;1004;825
merge;140;1004;832
merge;140;1004;821
merge;140;1004;827
merge;140;1004;828
merge;140;1004;828
merge;140;1004;828
merge;140;1004;822
merge;140;1004;829
merge;140;1004;826
merge;140;1004;826
merge;140;1004;838
merge;140;1004;830
merge;140;1004;817
merge;140;1004;824
merge;140;1004;828
merge;140;1004;812
merge;140;1004;834
merge;140;1004;832
merge;140;1004;840
merge;140;1004;825
merge;140;1004;822
merge;140;1004;826
merge;140;1004;820
merge;140;1004;831
merge;140;1004;828
merge;140;1004;819
merge;140;1004;812
merge;140;1004;829
merge;140;1004;812
merge;140;1004;821
merge;140;1004;820
merge;140;1004;822
merge;140;1004;825
merge;140;1004;830
merge;140;1004;831
merge;140;1004;828
merge;140;1004;823
merge;140;1004;820
merge;140;1004;833
merge;140;1004;826
merge;140;1004;809
merge;140;1004;826
merge;140;1004;834
merge;140;1004;824
merge;140;1004;833
merge;140;1004;829
merge;140;1004;832
merge;140;1004;831
merge;140;1004;829
merge;140;1004;833
merge;140;1004;807
merge;140;1004;836
merge;140;1004;820
merge;140;1004;820
merge;140;1004;814
merge;140;1004;828
merge;140;1004;826
merge;140;1004;820
merge;140;1004;821
merge;140;1004;839
merge;140;1004;829
merge;140;1004;823
merge;140;1004;834
merge;140;1004;818
merge;140;1004;824
merge;140;1004;836
merge;140;1004;819
merge;140;1004;833
merge;140;1004;826
merge;140;1004;814
merge;140;1004;822
merge;140;1004;820
merge;140;1004;832
merge;140;1004;830
merge;140;1004;832
merge;140;1004;829
merge;140;1004;837
merge;140;1004;820
merge;140;1004;826
merge;140;1004;826
merge;140;1004;827
merge;140;1004;826
merge;140;1004;842
merge;140;1004;828
merge;140;1004;810
merge;140;1004;821
merge;140;1004;832
merge;150;1094;894
merge;150;1094;883
merge;150;1094;895
merge;150;1094;902
merge;150;1094;903
merge;150;1094;899
merge;150;1094;915
merge;150;1094;894
merge;150;1094;891
merge;150;1094;902
merge;150;1094;894
merge;150;1094;913
merge;150;1094;891
merge;150;1094;908
merge;150;1094;885
merge;150;1094;897
merge;150;1094;882
merge;150;1094;901
merge;150;1094;890
merge;150;1094;895
merge;150;1094;909
merge;150;1094;905
merge;150;1094;894
merge;150;1094;905
merge;150;1094;885
merge;150;1094;901
merge;150;1094;898
merge;150;1094;904
merge;150;1094;902
merge;150;1094;905
merge;150;1094;891
merge;150;1094;912
merge;150;1094;906
merge;150;1094;906
merge;150;1094;891
merge;150;1094;886
merge;150;1094;911
merge;150;1094;907
merge;150;1094;902
merge;150;1094;902
merge;150;1094;900
merge;150;1094;901
merge;150;1094;900
merge;150;1094;903
merge;150;1094;903
merge;150;1094;906
merge;150;1094;901
merge;150;1094;897
merge;150;1094;885
merge;150;1094;887
merge;150;1094;898
merge;150;1094;901
merge;150;1094;893
merge;150;1094;906
merge;150;1094;902
merge;150;1094;900
merge;150;1094;892
merge;150;1094;904
merge;150;1094;902
merge;150;1094;894
merge;150;1094;910
merge;150;1094;907
merge;150;1094;896
merge;150;1094;883
merge;150;1094;908
merge;150;1094;909
merge;150;1094;892
merge;150;1094;911
merge;150;1094;905
merge;150;1094;886
merge;150;1094;898
merge;150;1094;912
merge;150;1094;895
merge;150;1094;893
merge;150;1094;894
merge;150;1094;908
merge;150;1094;897
merge;150;1094;907
merge;150;1094;897
merge;150;1094;902
merge;150;1094;892
merge;150;1094;886
merge;150;1094;904
merge;150;1094;893
merge;150;1094;908
merge;150;1094;909
merge;150;1094;897
merge;150;1094;896
merge;150;1094;893
merge;150;1094;895
merge;150;1094;905
merge;150;1094;917
merge;150;1094;904
merge;150;1094;890
merge;150;1094;892
merge;150;1094;900
merge;150;1094;898
merge;150;1094;890
merge;150;1094;895
merge;150;1094;911
merge;160;1184;970
merge;160;1184;972
merge;160;1184;965
merge;160;1184;978
merge;160;1184;994
merge;160;1184;972
merge;160;1184;968
merge;160;1184;955
merge;160;1184;973
merge;160;1184;965
merge;160;1184;971
merge;160;1184;975
merge;160;1184;972
merge;160;1184;972
merge;160;1184;969
merge;160;1184;971
merge;160;1184;975
merge;160;1184;974
merge;160;1184;979
merge;160;1184;970
merge;160;1184;969
merge;160;1184;966
merge;160;1184;958
merge;160;1184;973
merge;160;1184;965
merge;160;1184;975
merge;160;1184;988
merge;160;1184;968
merge;160;1184;980
merge;160;1184;986
merge;160;1184;982
merge;160;1184;966
merge;160;1184;965
merge;160;1184;978
merge;160;1184;977
merge;160;1184;976
merge;160;1184;974
merge;160;1184;972
merge;160;1184;980
merge;160;1184;978
merge;160;1184;981
merge;160;1184;979
merge;160;1184;960
merge;160;1184;966
merge;160;1184;990
merge;160;1184;965
merge;160;1184;965
merge;160;1184;973
merge;160;1184;966
merge;160;1184;971
merge;160;1184;970
merge;160;1184;984
merge;160;1184;954
merge;160;1184;983
merge;160;1184;980
merge;160;1184;978
merge;160;1184;982
merge;160;1184;983
merge;160;1184;978
merge;160;1184;966
merge;160;1184;973
merge;160;1184;982
merge;160;1184;957
merge;160;1184;970
merge;160;1184;978
merge;160;1184;981
merge;160;1184;973
merge;160;1184;980
merge;160;1184;963
merge;160;1184;979
merge;160;1184;975
merge;160;1184;980
merge;160;1184;977
merge;160;1184;967
merge;160;1184;969
merge;160;1184;978
merge;160;1184;986
merge;160;1184;966
merge;160;1184;985
merge;160;1184;973
merge;160;1184;970
merge;160;1184;960
merge;160;1184;972
merge;160;1184;982
merge;160;1184;987
merge;160;1184;984
merge;160;1184;976
merge;160;1184;984
merge;160;1184;971
merge;160;1184;970
merge;160;1184;981
merge;160;1184;968
merge;160;1184;969
merge;160;1184;988
merge;160;1184;972
merge;160;1184;970
merge;160;1184;979
merge;160;1184;971
merge;160;1184;983
merge;160;1184;969
merge;170;1274;1049
merge;170;1274;1057
merge;170;1274;1068
merge;170;1274;1048
merge;170;1274;1052
merge;170;1274;1041
merge;170;1274;1057
merge;170;1274;1040
merge;170;1274;1054
merge;170;1274;1044
merge;170;1274;1033
merge;170;1274;1050
merge;170;1274;1059
merge;170;1274;1037
merge;170;1274;1034
merge;170;1274;1059
merge;170;1274;1053
merge;170;1274;1046
merge;170;1274;1049
merge;170;1274;1063
merge;170;1274;1054
merge;170;1274;1057
merge;170;1274;1060
merge;170;1274;1057
merge;170;1274;1048
merge;170;1274;1046
merge;170;1274;1046
merge;170;1274;1041
merge;170;1274;1058
merge;170;1274;1049
merge;170;1274;1047
merge;170;1274;1047
merge;170;1274;1059
merge;170;1274;1059
merge;170;1274;1057
merge;170;1274;1047
merge;170;1274;1037
merge;170;1274;1041
merge;170;1274;1043
merge;170;1274;1034
merge;170;1274;1043
merge;170;1274;1044
merge;170;1274;1053
merge;170;1274;1051
merge;170;1274;1051
merge;170;1274;1067
merge;170;1274;1057
merge;170;1274;1046
merge;170;1274;1051
merge;170;1274;1058
merge;170;1274;1033
merge;170;1274;1043
merge;170;1274;1051
merge;170;1274;1041
merge;170;1274;1049
merge;170;1274;1056
merge;170;1274;1048
merge;170;1274;1036
merge;170;1274;1055
merge;170;1274;1040
merge;170;1274;1043
merge;170;1274;1060
merge;170;1274;1060
merge;170;1274;1062
merge;170;1274;1052
merge;170;1274;1053
merge;170;1274;1056
merge;170;1274;1049
merge;170;1274;1060
merge;170;1274;1058
merge;170;1274;1053
merge;170;1274;1036
merge;170;1274;1055
merge;170;1274;1039
merge;170;1274;1047
merge;170;1274;1045
merge;170;1274;1041
merge;170;1274;1054
merge;170;1274;1058
merge;170;1274;1061
merge;170;1274;1050
merge;170;1274;1051
merge;170;1274;1056
merge;170;1274;1051
merge;170;1274;1051
merge;170;1274;1052
merge;170;1274;1054
merge;170;1274;1060
merge;170;1274;1049
merge;170;1274;1048
merge;170;1274;1051
merge;170;1274;1048
merge;170;1274;1053
merge;170;1274;1045
merge;170;1274;1057
merge;170;1274;1054
merge;170;1274;1054
merge;170;1274;1050
merge;170;1274;1069
merge;170;1274;1052
merge;180;1364;1118
merge;180;1364;1122
merge;180;1364;1142
merge;180;1364;1134
merge;180;1364;1133
merge;180;1364;1120
merge;180;1364;1125
merge;180;1364;1122
merge;180;1364;1133
merge;180;1364;1132
merge;180;1364;1139
merge;180;1364;1118
merge;180;1364;1142
merge;180;1364;1125
merge;180;1364;1125
merge;180;1364;1134
merge;180;1364;1118
merge;180;1364;1129
merge;180;1364;1131
merge;180;1364;1127
merge;180;1364;1140
merge;180;1364;1122
merge;180;1364;1128
merge;180;1364;1111
merge;180;1364;1132
merge;180;1364;1126
merge;180;1364;1116
merge;180;1364;1123
merge;180;1364;1138
merge;180;1364;1121
merge;180;1364;1126
merge;180;1364;1132
merge;180;1364;1129
merge;180;1364;1130
merge;180;1364;1122
merge;180;1364;1125
merge;180;1364;1111
merge;180;1364;1118
merge;180;1364;1114
merge;180;1364;1130
merge;180;1364;1112
merge;180;1364;1125
merge;180;1364;1119
merge;180;1364;1119
merge;180;1364;1118
merge;180;1364;1124
merge;180;1364;1124
merge;180;1364;1121
merge;180;1364;1140
merge;180;1364;1132
merge;180;1364;1137
merge;180;1364;1123
merge;180;1364;1109
merge;180;1364;1136
merge;180;1364;1115
merge;180;1364;1114
merge;180;1364;1116
merge;180;1364;1128
merge;180;1364;1131
merge;180;1364;1133
merge;180;1364;1140
merge;180;1364;1125
merge;180;1364;1121
merge;180;1364;1110
merge;180;1364;1139
merge;180;1364;1122
merge;180;1364;1121
merge;180;1364;1139
merge;180;1364;1125
merge;180;1364;1140
merge;180;1364;1112
merge;180;1364;1138
merge;180;1364;1142
merge;180;1364;1133
merge;180;1364;1122
merge;180;1364;1112
merge;180;1364;1128
merge;180;1364;1135
merge;180;1364;1119
merge;180;1364;1119
merge;180;1364;1131
merge;180;1364;1127
merge;180;1364;1131
merge;180;1364;1126
merge;180;1364;1118
merge;180;1364;1121
merge;180;1364;1134
merge;180;1364;1120
merge;180;1364;1122
merge;180;1364;1127
merge;180;1364;1127
merge;180;1364;1109
merge;180;1364;1125
merge;180;1364;1125
merge;180;1364;1118
merge;180;1364;1124
merge;180;1364;1105
merge;180;1364;1126
merge;180;1364;1129
merge;180;1364;1115
merge;190;1454;1199
merge;190;1454;1201
merge;190;1454;1205
merge;190;1454;1193
merge;190;1454;1204
merge;190;1454;1206
merge;190;1454;1201
merge;190;1454;1200
merge;190;1454;1211
merge;190;1454;1198
merge;190;1454;1203
merge;190;1454;1188
merge;190;1454;1207
merge;190;1454;1209
merge;190;1454;1216
merge;190;1454;1199
merge;190;1454;1209
merge;190;1454;1202
merge;190;1454;1205
merge;190;1454;1202
merge;190;1454;1199
merge;190;1454;1207
merge;190;1454;1204
merge;190;1454;1197
merge;190;1454;1210
merge;190;1454;1214
merge;190;1454;1210
merge;190;1454;1197
merge;190;1454;1201
merge;190;1454;1184
merge;190;1454;1205
merge;190;1454;1214
merge;190;1454;1212
merge;190;1454;1197
merge;190;1454;1214
merge;190;1454;1206
merge;190;1454;1217
merge;190;1454;1208
merge;190;1454;1200
merge;190;1454;1209
merge;190;1454;1207
merge;190;1454;1208
merge;190;1454;1200
merge;190;1454;1182
merge;190;1454;1205
merge;190;1454;1210
merge;190;1454;1207
merge;190;1454;1209
merge;190;1454;1196
merge;190;1454;1213
merge;190;1454;1213
merge;190;1454;1195
merge;190;1454;1209
merge;190;1454;1187
merge;190;1454;1190
merge;190;1454;1201
merge;190;1454;1210
merge;190;1454;1213
merge;190;1454;1190
merge;190;1454;1221
merge;190;1454;1217
merge;190;1454;1206
merge;190;1454;1217
merge;190;1454;1208
merge;190;1454;1196
merge;190;1454;1194
merge;190;1454;1203
merge;190;1454;1189
merge;190;1454;1206
merge;190;1454;1186
merge;190;1454;1195
merge;190;1454;1206
merge;190;1454;1215
merge;190;1454;1211
