type;n;swaps;cmps
quick;6000;18141;102627
quick;6000;18098;106759
quick;6000;17934;112839
quick;6000;18141;106122
quick;6000;18261;107068
quick;6000;17772;117057
quick;6000;17636;124309
quick;6000;18175;104890
quick;6000;17912;112048
quick;6000;18067;107523
quick;6000;18004;107446
quick;6000;18078;105815
quick;6000;17990;110172
quick;6000;18259;104928
quick;6000;18111;114211
quick;6000;18216;103613
quick;6000;18127;107724
quick;6000;18185;110147
quick;6000;18454;102160
quick;6000;18181;106793
quick;6000;18057;107500
quick;6000;18130;105223
quick;6000;18030;107738
quick;6000;18335;101723
quick;6000;18074;106189
quick;6000;18203;105219
quick;6000;18198;106739
quick;6000;18200;104203
quick;6000;18083;109305
quick;6000;18125;103957
quick;6000;17986;107672
quick;6000;18085;105806
quick;6000;18014;106517
quick;6000;17907;109141
quick;6000;18218;109001
quick;6000;18158;106157
quick;6000;18323;101227
quick;6000;18077;106526
quick;6000;18285;102662
quick;6000;18144;108514
quick;6000;18169;108523
quick;6000;18230;109822
quick;6000;18312;102147
quick;6000;18220;104741
quick;6000;18173;105540
quick;6000;18162;103954
quick;6000;18270;108345
quick;6000;18030;107819
quick;6000;17909;113333
quick;6000;18301;101157
quick;6000;18270;102261
quick;6000;18039;109827
quick;6000;17919;109297
quick;6000;18024;116210
quick;6000;17879;112358
quick;6000;18211;105790
quick;6000;18067;108709
quick;6000;18331;102944
quick;6000;18033;106968
quick;6000;18176;104629
quick;6000;18125;106157
quick;6000;17992;108383
quick;6000;18085;108908
quick;6000;18011;106538
quick;6000;18137;106880
quick;6000;17896;106200
quick;7000;21666;126220
quick;7000;21518;128949
quick;7000;21300;133082
quick;7000;21543;127676
quick;7000;21489;126547
quick;7000;21433;130286
quick;7000;21485;126575
quick;7000;21206;128581
quick;7000;21181;140114
quick;7000;21562;122885
quick;7000;21616;127805
quick;7000;21608;127770
quick;7000;21457;126828
quick;7000;21671;122868
quick;7000;21469;132753
quick;7000;21581;123510
quick;7000;21704;121579
quick;7000;21222;131507
quick;7000;21032;135728
quick;7000;21398;131320
quick;7000;21588;124509
quick;7000;21536;123615
quick;7000;21349;130009
quick;7000;21587;127800
quick;7000;21570;129442
quick;7000;21451;134618
quick;7000;21396;133639
quick;7000;21432;125961
quick;7000;21450;129483
quick;7000;21114;135627
quick;7000;21573;129452
quick;7000;21503;125841
quick;7000;21579;124006
quick;7000;21648;123805
quick;7000;21495;127978
quick;7000;21868;120327
quick;7000;21317;132906
quick;7000;21391;127682
quick;7000;21436;126358
quick;7000;21518;126268
quick;7000;21504;128074
quick;7000;21406;128694
quick;7000;21833;119946
quick;7000;21470;126680
quick;7000;21741;119723
quick;7000;21730;123683
quick;7000;21391;131752
quick;7000;21450;126749
quick;7000;21461;129065
quick;7000;21254;129235
quick;7000;21348;128405
quick;7000;21525;125526
quick;7000;21709;123423
quick;7000;21660;123106
quick;7000;21427;129995
quick;7000;21112;134937
quick;7000;21311;132799
quick;7000;21068;133729
quick;7000;21706;127005
quick;7000;21868;119425
quick;7000;21586;123997
quick;7000;21719;122285
quick;7000;21619;122785
quick;7000;21504;125787
quick;7000;21228;136041
quick;7000;21466;127153
quick;7000;21325;130050
quick;7000;21603;125996
quick;7000;21417;135220
quick;7000;21590;121594
quick;7000;21199;132261
quick;7000;21267;134197
quick;7000;21571;126049
quick;7000;21589;126797
quick;7000;21424;131410
quick;7000;21672;122560
quick;7000;21486;129831
quick;7000;21570;125890
quick;7000;21449;129592
quick;7000;21207;134552
quick;7000;21621;124258
quick;7000;21283;132045
quick;7000;21482;128919
quick;7000;21378;131863
quick;7000;21149;129137
quick;7000;21182;133971
quick;7000;20740;149182
quick;7000;21493;125571
quick;7000;21531;126847
quick;7000;21283;128169
quick;7000;21578;124407
quick;7000;21507;125714
quick;7000;21429;129631
quick;7000;21493;133112
quick;7000;21493;127249
quick;7000;21788;123479
quick;7000;21273;135352
quick;7000;21690;122241
quick;7000;21606;130683
quick;7000;21220;134859
quick;8000;24996;147638
quick;8000;24911;148172
quick;8000;24823;149951
quick;8000;24893;146858
quick;8000;25262;143189
quick;8000;24771;153669
quick;8000;25050;155135
quick;8000;25074;141798
quick;8000;24487;155484
quick;8000;24885;151356
quick;8000;24828;157827
quick;8000;25035;145588
quick;8000;25019;149109
quick;8000;25083;148364
quick;8000;24255;163729
quick;8000;24789;148909
quick;8000;25165;140773
quick;8000;24548;151301
quick;8000;24581;156552
quick;8000;25045;147460
quick;8000;24507;161887
quick;8000;24892;147430
quick;8000;24780;159680
quick;8000;24706;150584
quick;8000;24831;147466
quick;8000;24887;147001
quick;8000;25064;142040
quick;8000;25173;148398
quick;8000;24554;154320
quick;8000;25277;142367
quick;8000;25237;140347
quick;8000;24536;163175
quick;8000;24794;143964
quick;8000;24881;148273
quick;8000;24520;159469
quick;8000;24847;151403
quick;8000;24376;158779
quick;8000;24669;148917
quick;8000;25155;142997
quick;8000;25033;144439
quick;8000;24871;144758
quick;8000;24766;150471
quick;8000;24947;143464
quick;8000;24985;145253
quick;8000;24985;145949
quick;8000;25270;141669
quick;8000;25195;142620
quick;8000;25115;141723
quick;8000;25081;144497
quick;8000;24739;150743
quick;8000;24826;148444
quick;8000;25076;146415
quick;8000;24828;144805
quick;8000;25099;142816
quick;8000;24958;144280
quick;8000;24822;147905
quick;8000;24944;144894
quick;8000;25084;141080
quick;8000;24992;144500
quick;8000;24744;155646
quick;8000;25061;152903
quick;8000;24829;149735
quick;8000;24688;150349
quick;8000;24866;145194
quick;8000;25027;142464
quick;8000;25102;140039
quick;8000;24839;148913
quick;8000;25068;144596
quick;8000;24887;149302
quick;8000;25071;145662
quick;8000;24961;148966
quick;8000;24822;149639
quick;8000;24598;155064
quick;8000;24529;152174
quick;8000;25111;147565
quick;8000;24726;149995
quick;8000;25057;149027
quick;8000;24895;148981
quick;8000;25137;141291
quick;8000;25101;144431
quick;8000;24819;150445
quick;8000;24920;151626
quick;8000;24752;148956
quick;8000;25036;141787
quick;8000;24898;148978
quick;8000;24744;154241
quick;8000;24700;152836
quick;8000;24652;158837
quick;8000;25016;143949
quick;8000;25242;143198
quick;8000;24856;151470
quick;8000;24767;147912
quick;8000;25023;145303
quick;8000;24867;148548
quick;8000;24867;153986
quick;8000;24939;146949
quick;8000;24570;158472
quick;8000;24924;157986
quick;8000;24909;143075
quick;8000;24783;149039
quick;9000;28362;166941
quick;9000;28285;168954
quick;9000;27844;182493
quick;9000;28684;163926
quick;9000;28622;162833
quick;9000;28680;162020
quick;9000;28470;166948
quick;9000;28317;166704
quick;9000;28418;165286
quick;9000;28478;168686
quick;9000;28308;171910
quick;9000;28326;167477
quick;9000;28479;165727
quick;9000;28376;165687
quick;9000;27967;190999
quick;9000;28620;170280
quick;9000;28218;170723
quick;9000;28397;167443
quick;9000;28797;161023
quick;9000;28206;171107
quick;9000;28103;170129
quick;9000;28268;172848
quick;9000;28361;168084
quick;9000;28535;164096
quick;9000;28285;167209
quick;9000;28221;171311
quick;9000;28143;174363
quick;9000;28472;162878
quick;9000;28642;162064
quick;9000;28424;165801
quick;9000;28012;174188
quick;9000;28585;159689
quick;9000;28230;176892
quick;9000;28455;164645
quick;9000;28510;164318
quick;9000;28442;168094
quick;9000;28299;167169
quick;9000;28313;173254
quick;9000;28498;168072
quick;9000;27949;180541
quick;9000;28219;174446
quick;9000;28451;165423
quick;9000;28390;165730
quick;9000;28248;168924
quick;9000;28624;163277
quick;9000;28314;168651
quick;9000;28471;169620
quick;9000;28141;170106
quick;9000;28160;172061
quick;9000;28439;173871
quick;9000;28412;171651
quick;9000;28288;170607
quick;9000;27895;174019
quick;9000;28575;163828
quick;9000;28305;170036
quick;9000;28530;166512
quick;9000;28721;160120
quick;9000;28254;168616
quick;9000;28662;162954
quick;9000;28509;167188
quick;9000;27990;175788
quick;9000;28445;163461
quick;9000;28262;175551
quick;9000;28193;176154
quick;9000;28405;165097
quick;9000;28013;174234
quick;9000;28367;165653
quick;9000;28476;164092
quick;9000;28005;179444
quick;9000;28206;168422
quick;9000;28261;170419
quick;9000;28245;174291
quick;9000;28609;162920
quick;9000;28154;167349
quick;9000;28430;166970
quick;9000;28416;164077
quick;9000;28783;163054
quick;9000;28612;165852
quick;9000;28402;167371
quick;9000;27883;178488
quick;9000;28545;164731
quick;9000;28656;165473
quick;9000;28553;163358
quick;9000;28526;167664
quick;9000;28473;167058
quick;9000;28500;163077
quick;9000;28241;173769
quick;9000;28433;162896
quick;9000;28603;165242
quick;9000;28065;175697
quick;9000;28161;172434
quick;9000;28454;163749
quick;9000;28388;167838
quick;9000;28466;178970
quick;9000;28221;173378
quick;9000;28479;163486
quick;9000;28635;165733
quick;9000;28576;161930
quick;9000;28252;169072
quick;9000;28734;162057
quick;10000;31999;185083
quick;10000;31855;196305
quick;10000;31862;191476
quick;10000;31832;188539
quick;10000;32235;181171
quick;10000;31649;194452
quick;10000;31901;192179
quick;10000;31786;196054
quick;10000;31695;192347
quick;10000;31924;189230
quick;10000;31897;192701
quick;10000;31887;190976
quick;10000;31735;197018
quick;10000;31610;201936
quick;10000;32264;187684
quick;10000;31624;191960
quick;10000;31740;190813
quick;10000;31804;187593
quick;10000;31220;210491
quick;10000;31792;190631
quick;10000;32124;184302
quick;10000;31570;203706
quick;10000;31073;199262
quick;10000;31743;197345
quick;10000;32243;183037
quick;10000;32243;181711
quick;10000;32164;180931
quick;10000;31845;194405
quick;10000;31390;199378
quick;10000;31684;190164
quick;10000;32028;182200
quick;10000;31892;189365
quick;10000;32050;184316
quick;10000;31703;195594
quick;10000;32203;178638
quick;10000;32145;185835
quick;10000;31992;187672
quick;10000;31731;188566
quick;10000;31764;193686
quick;10000;32133;195343
quick;10000;32379;184633
quick;10000;32260;179443
quick;10000;31831;187751
quick;10000;31976;184852
quick;10000;31639;208423
quick;10000;32036;194482
quick;10000;32082;184754
quick;10000;32125;186770
quick;10000;31809;188783
quick;10000;32004;183499
quick;10000;31941;185973
quick;10000;31671;189512
quick;10000;31993;190787
quick;10000;31855;198558
quick;10000;31880;193799
quick;10000;31584;192231
quick;10000;32136;182376
quick;10000;31767;195519
quick;10000;32349;179042
quick;10000;31788;191424
quick;10000;31953;186516
quick;10000;31803;184510
quick;10000;31717;189028
quick;10000;32026;185407
quick;10000;31728;191253
quick;10000;32089;187029
quick;10000;31791;193672
quick;10000;31633;193675
quick;10000;31572;195313
quick;10000;31821;182688
quick;10000;32085;185125
quick;10000;31874;189194
quick;10000;32015;183686
quick;10000;31978;189008
quick;10000;31973;186241
quick;10000;32097;183398
quick;10000;32044;187726
quick;10000;32093;182814
quick;10000;32020;186411
quick;10000;31496;195618
quick;10000;31476;190646
quick;10000;31926;187456
quick;10000;31881;185913
quick;10000;31765;203562
quick;10000;31524;196711
quick;10000;32085;189043
quick;10000;32023;185054
quick;10000;31562;193399
quick;10000;31801;184509
quick;10000;32024;192330
quick;10000;31412;201232
quick;10000;31202;203162
quick;10000;31627;196914
quick;10000;31717;191202
quick;10000;31712;189305
quick;10000;32175;185843
quick;10000;32148;180688
quick;10000;31593;190151
quick;10000;31925;191164
quick;10000;31821;192435
quick;11000;35175;209772
quick;11000;35804;208571
quick;11000;35676;208792
quick;11000;35644;207635
quick;11000;35724;205702
quick;11000;35017;217779
quick;11000;35088;215017
quick;11000;35538;208588
quick;11000;35320;208886
quick;11000;35136;213579
quick;11000;35470;205401
quick;11000;35727;204833
quick;11000;35479;213711
quick;11000;35936;201613
quick;11000;35658;208833
quick;11000;35553;208469
quick;11000;35054;212044
quick;11000;35069;220937
quick;11000;35256;211886
quick;11000;35247;212516
quick;11000;35430;208349
quick;11000;35468;213137
quick;11000;35318;212022
quick;11000;35306;209713
quick;11000;35512;212907
quick;11000;35245;214134
quick;11000;35447;206599
quick;11000;35361;210816
quick;11000;35568;209630
quick;11000;35702;201154
quick;11000;35279;218761
quick;11000;35083;219845
quick;11000;34989;217784
quick;11000;35231;212317
quick;11000;35149;223261
quick;11000;35540;205002
quick;11000;34867;229491
quick;11000;34908;234162
quick;11000;35385;210634
quick;11000;35721;203320
quick;11000;35587;202605
quick;11000;35431;205837
quick;11000;35670;204065
quick;11000;35129;220951
quick;11000;35313;209837
quick;11000;35231;211483
quick;11000;35222;224505
quick;11000;35642;199722
quick;11000;35104;214917
quick;11000;35501;212130
quick;11000;35492;209463
quick;11000;35362;205628
quick;11000;35771;202288
quick;11000;35495;206484
quick;11000;35544;207255
quick;11000;35852;204466
quick;11000;35678;201305
quick;11000;35789;200458
quick;11000;35708;203889
quick;11000;34864;225262
quick;11000;35520;212462
quick;11000;35569;206769
quick;11000;35348;212521
quick;11000;35558;202907
quick;11000;35631;207916
quick;11000;35561;201358
quick;11000;35567;202647
quick;11000;35171;213729
quick;11000;35125;209026
quick;11000;35319;217207
quick;11000;35449;207610
quick;11000;35081;215688
quick;11000;35671;206884
quick;11000;35412;205804
quick;11000;35769;204462
quick;11000;34626;231266
quick;11000;35253;217243
quick;11000;35226;211594
quick;11000;35335;211975
quick;11000;35478;210596
quick;11000;35453;205000
quick;11000;34851;232692
quick;11000;35626;214162
quick;11000;35285;211229
quick;11000;35262;214594
quick;11000;35278;209702
quick;11000;35572;205003
quick;11000;35979;197276
quick;11000;35317;213780
quick;11000;35634;209477
quick;11000;35444;213613
quick;11000;35492;205827
quick;11000;35345;211272
quick;11000;35720;206307
quick;11000;34850;225266
quick;11000;35192;217370
quick;11000;35337;212448
quick;11000;35178;213512
quick;11000;34853;215318
quick;11000;35552;206354
quick;12000;39035;222643
quick;12000;38341;246386
quick;12000;39010;225532
quick;12000;39195;226275
quick;12000;38664;242945
quick;12000;39022;229105
quick;12000;39178;227693
quick;12000;39225;228041
quick;12000;38981;242810
quick;12000;38090;250040
quick;12000;38871;234304
quick;12000;38782;232567
quick;12000;39076;228347
quick;12000;38458;241433
quick;12000;39201;223825
quick;12000;38759;231072
quick;12000;39252;228101
quick;12000;39365;232638
quick;12000;38287;250470
quick;12000;38504;239533
quick;12000;39097;230049
quick;12000;38612;239216
quick;12000;39170;227458
quick;12000;38314;245098
quick;12000;39139;225221
quick;12000;38958;229298
quick;12000;39027;235190
quick;12000;39018;244453
quick;12000;38582;232690
quick;12000;39316;225976
quick;12000;39008;229230
quick;12000;38568;237982
quick;12000;38933;248021
quick;12000;39077;227689
quick;12000;39089;228750
quick;12000;39273;224829
quick;12000;38937;228448
quick;12000;38705;244074
quick;12000;39135;238376
quick;12000;38861;232431
quick;12000;38963;228330
quick;12000;38605;236147
quick;12000;39293;230884
quick;12000;38981;227278
quick;12000;39395;228331
quick;12000;39079;226869
quick;12000;38441;241707
quick;12000;39012;227583
quick;12000;39088;224984
quick;12000;38889;233590
quick;12000;39375;221966
quick;12000;38976;235238
quick;12000;38723;234365
quick;12000;39123;232576
quick;12000;39093;229168
quick;12000;39162;227472
quick;12000;39091;226999
quick;12000;38600;234629
quick;12000;39080;232865
quick;12000;38727;237924
quick;12000;38920;235886
quick;12000;39454;219791
quick;12000;38703;236709
quick;12000;39059;231114
quick;12000;38717;234014
quick;12000;39157;228620
quick;12000;38970;233317
quick;12000;38589;239602
quick;12000;39157;230545
quick;12000;38803;230938
quick;12000;38912;237334
quick;12000;38907;238681
quick;12000;39012;232662
quick;12000;37796;260559
quick;12000;38616;250041
quick;12000;38709;235640
quick;12000;38857;235958
quick;12000;39431;224725
quick;12000;39156;227199
quick;12000;39124;233548
quick;12000;39057;232376
quick;12000;38709;233557
quick;12000;39140;224278
quick;12000;39312;230071
quick;12000;38847;227184
quick;12000;38730;245324
quick;12000;38927;235694
quick;12000;39334;222119
quick;12000;39351;225159
quick;12000;38964;235907
quick;12000;38843;232737
quick;12000;39038;230456
quick;12000;38717;231130
quick;12000;38544;239329
quick;12000;38902;231478
quick;12000;39297;228677
quick;12000;38726;237312
quick;12000;38918;235579
quick;12000;38740;233099
quick;12000;39094;226602
quick;13000;42646;249361
quick;13000;42707;248495
quick;13000;42458;258476
quick;13000;42832;244203
quick;13000;42988;244470
quick;13000;42824;249551
quick;13000;42432;259298
quick;13000;42757;247289
quick;13000;42046;262825
quick;13000;43008;244583
quick;13000;42786;250001
quick;13000;42234;257833
quick;13000;42535;255930
quick;13000;42980;241858
quick;13000;42829;244265
quick;13000;42150;261422
quick;13000;42574;258687
quick;13000;42510;261637
quick;13000;42642;257057
quick;13000;42709;254734
quick;13000;42507;258129
quick;13000;43037;243212
quick;13000;42272;253798
quick;13000;42566;257502
quick;13000;42738;245460
quick;13000;42405;255213
quick;13000;42503;260871
quick;13000;42377;253354
quick;13000;42156;259840
quick;13000;43030;252271
quick;13000;42330;255011
quick;13000;42432;263714
quick;13000;42606;258096
quick;13000;42767;249398
quick;13000;42793;255261
quick;13000;42566;254552
quick;13000;42843;243412
quick;13000;42633;256104
quick;13000;42604;258834
quick;13000;42779;247171
quick;13000;42786;260267
quick;13000;42944;246177
quick;13000;41733;277393
quick;13000;42664;251991
quick;13000;42632;255594
quick;13000;42949;245545
quick;13000;42390;254279
quick;13000;42726;248107
quick;13000;42759;246078
quick;13000;42434;259507
quick;13000;41952;265785
quick;13000;42988;240984
quick;13000;42460;251712
quick;13000;42653;249774
quick;13000;42150;257923
quick;13000;42632;252723
quick;13000;42958;249215
quick;13000;42402;259405
quick;13000;42530;248064
quick;13000;43139;247440
quick;13000;42942;245208
quick;13000;42549;248478
quick;13000;42053;264018
quick;13000;42836;249203
quick;13000;42732;260552
quick;13000;42298;257895
quick;13000;42065;265605
quick;13000;42186;263087
quick;13000;42782;249184
quick;13000;42490;258007
quick;13000;42320;265351
quick;13000;42751;253111
quick;13000;42687;248518
quick;13000;42630;248761
quick;13000;42577;252859
quick;13000;42499;256853
quick;13000;42755;253228
quick;13000;42697;247412
quick;13000;43001;245674
quick;13000;42609;248901
quick;13000;42885;247336
quick;13000;42518;253280
quick;13000;42833;250345
quick;13000;42853;244477
quick;13000;42535;251444
quick;13000;42938;246307
quick;13000;42405;253137
quick;13000;42284;254249
quick;13000;43003;240759
quick;13000;42191;277113
quick;13000;42068;260590
quick;13000;42922;244469
quick;13000;42802;245149
quick;13000;42967;244645
quick;13000;42688;251032
quick;13000;42176;262949
quick;13000;42631;249536
quick;13000;42491;248294
quick;13000;42561;256022
quick;13000;42459;247119
quick;14000;45903;274671
quick;14000;46046;284828
quick;14000;46394;282270
quick;14000;46541;262811
quick;14000;45925;284545
quick;14000;46175;270950
quick;14000;46381;266427
quick;14000;46108;277746
quick;14000;45717;293845
quick;14000;45482;295926
quick;14000;46256;272608
quick;14000;45937;278264
quick;14000;46227;270997
quick;14000;46182;273483
quick;14000;46124;277524
quick;14000;46313;266660
quick;14000;46323;271357
quick;14000;46061;279683
quick;14000;46360;277059
quick;14000;46703;263220
quick;14000;45994;274760
quick;14000;46054;275680
quick;14000;46340;268825
quick;14000;45917;278933
quick;14000;46053;273199
quick;14000;46440;275902
quick;14000;45889;281891
quick;14000;46021;281396
quick;14000;46312;268389
quick;14000;46343;268821
quick;14000;46693;263429
quick;14000;45476;290687
quick;14000;46609;266198
quick;14000;46215;274258
quick;14000;45784;290045
quick;14000;46488;268765
quick;14000;45465;290799
quick;14000;46531;268341
quick;14000;46585;268475
quick;14000;45827;283319
quick;14000;46065;285239
quick;14000;46382;267500
quick;14000;46172;274010
quick;14000;46254;278936
quick;14000;46499;269827
quick;14000;45764;282354
quick;14000;46513;265019
quick;14000;45659;283445
quick;14000;45716;283629
quick;14000;45975;275060
quick;14000;46286;269856
quick;14000;46607;264586
quick;14000;45375;285990
quick;14000;46170;274658
quick;14000;45621;291368
quick;14000;46597;272630
quick;14000;46103;273806
quick;14000;46289;268470
quick;14000;46351;271151
quick;14000;46410;266527
quick;14000;45947;299774
quick;14000;45926;277678
quick;14000;46199;281054
quick;14000;46212;279669
quick;14000;45022;298854
quick;14000;46407;277595
quick;14000;46377;267678
quick;14000;46240;271106
quick;14000;46366;269636
quick;14000;46389;270219
quick;14000;46309;269380
quick;14000;45959;279773
quick;14000;45869;275318
quick;14000;46062;271150
quick;14000;46285;278355
quick;14000;46230;270446
quick;14000;46583;262449
quick;14000;46647;269063
quick;14000;45898;279555
quick;14000;46211;272400
quick;14000;46794;266380
quick;14000;45579;288521
quick;14000;46425;274887
quick;14000;46134;270962
quick;14000;46093;283219
quick;14000;46147;277555
quick;14000;45559;296974
quick;14000;46044;276299
quick;14000;45961;273982
quick;14000;45971;274065
quick;14000;46243;279115
quick;14000;45397;299181
quick;14000;46385;271203
quick;14000;46345;282976
quick;14000;45859;284995
quick;14000;46690;263161
quick;14000;45839;280133
quick;14000;46548;266461
quick;14000;46216;271796
quick;14000;45930;276771
quick;15000;49758;292046
quick;15000;49949;290071
quick;15000;50240;302638
quick;15000;49995;292729
quick;15000;49672;295809
quick;15000;49594;293541
quick;15000;49694;296935
quick;15000;50057;302152
quick;15000;49246;308273
quick;15000;49474;299124
quick;15000;49901;292799
quick;15000;49551;297044
quick;15000;49795;292786
quick;15000;50114;284471
quick;15000;50171;284706
quick;15000;49135;308412
quick;15000;49915;294838
quick;15000;49616;307263
quick;15000;49655;294775
quick;15000;49588;307893
quick;15000;49780;294650
quick;15000;49657;314138
quick;15000;49825;295466
quick;15000;50204;288740
quick;15000;49798;290805
quick;15000;49861;298609
quick;15000;49023;317702
quick;15000;50040;285371
quick;15000;49768;301928
quick;15000;49944;297577
quick;15000;49393;313309
quick;15000;49707;300582
quick;15000;49937;298115
quick;15000;50091;288455
quick;15000;49923;291152
quick;15000;49554;304764
quick;15000;49713;298502
quick;15000;48984;305881
quick;15000;50434;286798
quick;15000;50340;286242
quick;15000;50233;285860
quick;15000;49736;300808
quick;15000;49761;298469
quick;15000;49554;308673
quick;15000;50079;287947
quick;15000;49635;298351
quick;15000;49478;302815
quick;15000;48821;323998
quick;15000;49843;288279
quick;15000;49499;299535
quick;15000;49450;308837
quick;15000;49900;302503
quick;15000;49468;307167
quick;15000;49734;296496
quick;15000;49612;295309
quick;15000;49598;309063
quick;15000;50079;290490
quick;15000;49787;298984
quick;15000;49025;311337
quick;15000;49327;316359
quick;15000;49626;294745
quick;15000;50020;292593
quick;15000;49878;294632
quick;15000;50115;289149
quick;15000;49950;292041
quick;15000;50323;287813
quick;15000;50356;280632
quick;15000;48827;324170
quick;15000;49999;287665
quick;15000;49236;313231
quick;15000;49560;310658
quick;15000;49208;315193
quick;15000;49624;304090
quick;15000;50201;291640
quick;15000;48994;311215
quick;15000;50242;289020
quick;15000;49758;303191
quick;15000;48921;328580
quick;15000;49538;294351
quick;15000;49838;292119
quick;15000;49643;292373
quick;15000;50111;289354
quick;15000;49351;298977
quick;15000;50114;291485
quick;15000;49535;307290
quick;15000;49740;297170
quick;15000;50419;289463
quick;15000;50077;288676
quick;15000;49483;303603
quick;15000;49194;316217
quick;15000;50038;291507
quick;15000;50009;287855
quick;15000;50102;289069
quick;15000;49601;302345
quick;15000;50491;284336
quick;15000;50204;293169
quick;15000;50072;294175
quick;15000;49979;293300
quick;15000;49013;310075
quick;15000;49829;295103
quick;16000;53631;322255
quick;16000;53036;323062
quick;16000;53960;308436
quick;16000;53958;309780
quick;16000;52889;327766
quick;16000;53282;320374
quick;16000;53997;309644
quick;16000;53596;311206
quick;16000;53713;322462
quick;16000;53379;328185
quick;16000;53028;321696
quick;16000;53550;315385
quick;16000;53476;326997
quick;16000;53659;318366
quick;16000;53959;304835
quick;16000;52942;327445
quick;16000;53565;316628
quick;16000;54359;298912
quick;16000;53851;303825
quick;16000;53464;313824
quick;16000;53175;318703
quick;16000;53838;317509
quick;16000;54008;306072
quick;16000;53427;327415
quick;16000;53251;326258
quick;16000;53743;310635
quick;16000;53289;317935
quick;16000;53700;312989
quick;16000;53271;327593
quick;16000;52831;331142
quick;16000;53732;310052
quick;16000;53737;316107
quick;16000;52903;332768
quick;16000;53226;324413
quick;16000;53757;310692
quick;16000;54108;301856
quick;16000;54268;301792
quick;16000;53558;313547
quick;16000;53469;319934
quick;16000;53746;313922
quick;16000;53550;321807
quick;16000;53121;326666
quick;16000;53615;314841
quick;16000;53681;315248
quick;16000;53992;307163
quick;16000;53417;321143
quick;16000;53504;322592
quick;16000;53784;311515
quick;16000;52705;347512
quick;16000;53791;314541
quick;16000;53764;306357
quick;16000;53702;324739
quick;16000;53836;315516
quick;16000;52808;333898
quick;16000;53350;310883
quick;16000;53543;316647
quick;16000;53288;325435
quick;16000;53617;319962
quick;16000;52993;324978
quick;16000;53734;305544
quick;16000;53391;334613
quick;16000;54042;309862
quick;16000;53279;313396
quick;16000;53616;313973
quick;16000;53349;326698
quick;16000;53861;313725
quick;16000;54246;303360
quick;16000;53336;324622
quick;16000;52955;349901
quick;16000;53446;322614
quick;16000;53261;329100
quick;16000;53501;318122
quick;16000;53372;331657
quick;16000;53540;326397
quick;16000;53365;322806
quick;16000;54397;297390
quick;16000;54135;302623
quick;16000;54009;308449
quick;16000;54189;302427
quick;16000;53888;311162
quick;16000;52631;349766
quick;16000;53386;321432
quick;16000;53166;323998
quick;16000;53927;309398
quick;16000;53542;327927
quick;16000;53928;311756
quick;16000;53716;312144
quick;16000;52349;340712
quick;16000;53694;310152
quick;16000;53212;320610
quick;16000;53859;307560
quick;16000;53053;321847
quick;16000;53847;311258
quick;16000;53587;313996
quick;16000;53206;331107
quick;16000;53561;322757
quick;16000;53783;311878
quick;16000;53825;306807
quick;16000;54091;308950
quick;16000;53579;312983
quick;17000;56960;348803
quick;17000;57580;336762
quick;17000;56904;354624
quick;17000;56995;356537
quick;17000;57869;319495
quick;17000;56739;355774
quick;17000;57218;336873
quick;17000;57779;321985
quick;17000;57721;326328
quick;17000;56295;363211
quick;17000;56838;338431
quick;17000;57979;327275
quick;17000;57141;335587
quick;17000;57443;336171
quick;17000;57415;344359
quick;17000;57147;356180
quick;17000;57264;329123
quick;17000;57249;339225
quick;17000;57504;333591
quick;17000;57614;331876
quick;17000;56549;346992
quick;17000;57146;333898
quick;17000;56606;351556
quick;17000;57045;336797
quick;17000;56364;366314
quick;17000;56669;352085
quick;17000;57272;335633
quick;17000;57289;350047
quick;17000;57007;349511
quick;17000;57016;339830
quick;17000;57687;335957
quick;17000;56299;361555
quick;17000;57002;341064
quick;17000;56419;357902
quick;17000;57771;325038
quick;17000;57696;330851
quick;17000;57256;339869
quick;17000;57856;324929
quick;17000;57500;333333
quick;17000;57358;339413
quick;17000;56821;342637
quick;17000;56550;349174
quick;17000;57461;343289
quick;17000;57673;331372
quick;17000;57539;329099
quick;17000;56385;354094
quick;17000;57356;335309
quick;17000;57378;339001
quick;17000;56903;345692
quick;17000;57778;330517
quick;17000;56704;341960
quick;17000;57161;341522
quick;17000;57098;340739
quick;17000;56812;343775
quick;17000;57539;331211
quick;17000;56216;368752
quick;17000;57323;340955
quick;17000;57544;339189
quick;17000;56437;358376
quick;17000;57694;340685
quick;17000;57269;346586
quick;17000;57266;344300
quick;17000;56403;360511
quick;17000;57845;332823
quick;17000;56661;343071
quick;17000;56747;350867
quick;17000;56904;346398
quick;17000;57507;331600
quick;17000;57042;340915
quick;17000;56877;341327
quick;17000;56468;351294
quick;17000;57251;334121
quick;17000;56968;343348
quick;17000;56934;348478
quick;17000;57248;335482
quick;17000;56678;360500
quick;17000;57473;336488
quick;17000;56725;360866
quick;17000;56963;343401
quick;17000;57508;330068
quick;17000;57601;335380
quick;17000;57275;340532
quick;17000;57288;335092
quick;17000;56114;362863
quick;17000;57413;337080
quick;17000;57604;328241
quick;17000;57134;340929
quick;17000;57521;330724
quick;17000;57710;324424
quick;17000;56639;348685
quick;17000;56964;346188
quick;17000;56965;343948
quick;17000;58109;325553
quick;17000;56801;353292
quick;17000;56850;355961
quick;17000;57013;338916
quick;17000;57675;335799
quick;17000;56881;340301
quick;17000;56923;350504
